path_id	pc	variance_explained	sd	cum_var
hsa05143	PC3	8.93572391254634	1.03551285337535	31.3848325315952
hsa05143	PC4	8.68892634456259	1.02111270746549	40.0737588761578
hsa05143	PC5	8.58687830636308	1.01509871281741	48.6606371825209
hsa05143	PC6	8.37811077188528	1.00268304694267	57.0387479544062
hsa05143	PC7	7.96077328365521	0.977390809266502	64.9995212380614
hsa05143	PC8	7.62298420132674	0.956429874146145	72.6225054393881
hsa05143	PC9	7.46409077269438	0.946409474130161	80.0865962120825
hsa05143	PC10	7.18313273769467	0.928426587578879	87.2697289497772
hsa04936	PC1	4.39708084423641	1.32620976383624	4.39708084423641
hsa04936	PC2	3.89270017390769	1.2478301445161	8.2897810181441
hsa04936	PC3	3.54914900565943	1.1914946925034	11.8389300238035
hsa04936	PC4	3.40370984881612	1.16682643933297	15.2426398726196
hsa04936	PC5	3.3566370551089	1.15872983134273	18.5992769277286
hsa04936	PC6	3.30440219065357	1.14967859693978	21.9036791183821
hsa04936	PC7	3.23277385032146	1.13714974393375	25.1364529687036
hsa04936	PC8	3.09713873278937	1.11303885516892	28.233591701493
hsa04936	PC9	3.06688935201248	1.10759005990709	31.3004810535054
hsa04936	PC10	2.99951268659748	1.09535614054927	34.2999937401029
hsa05034	PC1	5.27521741748045	1.47065942392077	5.27521741748045
hsa05034	PC2	4.43162202405297	1.3479484522272	9.70683944153342
hsa05034	PC3	3.47061610151547	1.19287576956754	13.1774555430489
hsa05034	PC4	3.3689263484391	1.17527009783285	16.546381891488
hsa05034	PC5	3.23836167436082	1.15227092581907	19.7847435658488
hsa05034	PC6	3.14076071446876	1.13477393913157	22.9255042803176
hsa05034	PC7	3.07321669720955	1.12250561061222	25.9987209775271
hsa05034	PC8	3.03705742172226	1.11588240550074	29.0357783992494
hsa05034	PC9	2.94888461601769	1.09956477415715	31.9846630152671
hsa05034	PC10	2.92962878344207	1.09596888697228	34.9142917987092
hsa04925	PC1	5.9748955034041	1.46661596242011	5.9748955034041
hsa04925	PC2	4.08858561156569	1.21321507580628	10.0634811149698
hsa04925	PC3	4.05637479954391	1.20842663320361	14.1198559145137
hsa04925	PC4	3.90148049764169	1.18512994188444	18.0213364121554
hsa04925	PC5	3.70420035800744	1.15477795652787	21.7255367701628
hsa04925	PC6	3.50905462038627	1.12394824762489	25.2345913905491
hsa04925	PC7	3.48140208378592	1.11951094240428	28.715993474335
hsa04925	PC8	3.31926628531794	1.09313121934855	32.035259759653
hsa04925	PC9	3.2152735892995	1.07587103880894	35.2505333489525
hsa04925	PC10	3.21366101739062	1.07560121153735	38.4641943663431
hsa04960	PC1	9.46305426571489	1.19141014762223	9.46305426571489
hsa04960	PC2	8.45199380269783	1.1259658389155	17.9150480684127
hsa04960	PC3	7.85433630947315	1.08542638922267	25.7693843778859
hsa04960	PC4	7.31361432177691	1.04739779848276	33.0829986996628
hsa04960	PC5	7.08983605268567	1.03124944019517	40.1728347523484
hsa04960	PC6	7.03471237511201	1.02723262032842	47.2075471274605
hsa04960	PC7	6.67466201508271	1.00059947144819	53.8822091425432
